poinew_1,poinew_2,poinew_3
-6.752305,3.727472,0.1346279
-3.526072,1.947298,-0.9299477
-7.017245,3.876923,0.4201531
-3.1705,1.751654,-0.7040852
-6.530389,3.60943,0.6527965
-3.182546,1.759761,-0.5759917
-5.671436,3.137261,0.7958069
-5.734183,3.174587,1.038099
-3.514067,1.945475,-0.3514119
-6.30298,3.490922,1.400538
-7.951057,4.407344,2.098794
-20.73207,11.4967,-0.4137965
-4.065095,2.261674,-1.246473
-6.718287,3.739348,0.134209
-6.951325,3.872236,0.4170129
-3.171227,1.766532,-0.7056117
-6.500347,3.622504,0.6510534
-3.421386,1.907448,-0.6204191
-5.682988,3.169609,0.7989755
-19.50715,10.88431,-2.742792
-7.523815,4.199749,1.364734
-3.510734,1.959671,-0.3517606
-6.38846,3.567463,1.42229
-3.555244,1.986145,-0.213426
-7.981555,4.460739,2.110941
-20.72323,11.58657,-0.4144248
-3.113647,1.746582,-0.9565952
-6.67729,3.747119,0.1336505
-3.393442,1.90509,-0.8984545
-6.895973,3.873003,0.4145008
-3.185583,1.789127,-0.7101911
-5.761865,3.240022,0.8116499
-19.38599,10.90562,-2.731092
-7.483287,4.211454,1.360041
-3.51429,1.977777,-0.3528064
-6.321224,3.55892,1.410079
-3.525667,1.9858,-0.2120653
-7.879348,4.439784,2.087996
-4.062659,2.297605,-1.250614
-6.657207,3.766467,0.1335109
-3.240921,1.834372,-0.859763
-6.931075,3.924606,0.4174316
-3.179318,1.800236,-0.7101911
-14.20837,8.048532,1.428657
-5.715983,3.240534,0.8067752
-19.32018,10.95755,-2.727192
-7.346556,4.168338,1.337828
-3.48657,1.978233,-0.3507147
-6.320714,3.587747,1.41275
-58.8768,33.43309,-3.548378
-7.879052,4.475924,2.092045
-4.061327,2.315601,-1.252684
-6.647493,3.791664,0.1335807
-3.234499,1.845673,-0.859763
-6.917332,3.948778,0.4174316
-3.585626,2.046864,-0.8025427
-5.745998,3.284109,0.8126248
-19.23356,10.99734,-2.720368
-7.352539,4.205725,1.341582
-3.490021,1.996327,-0.3517606
-6.231472,3.56591,1.395577
-6.70163,3.838057,1.782962
-58.86651,33.72681,-1.184216
-3.17893,1.827228,-0.9824771
-6.616883,3.804875,0.1332317
-3.22128,1.853066,-0.8579633
-6.901775,3.971904,0.417327
-3.432122,1.975152,-0.7697236
-6.621802,3.812319,0.6684846
-3.651184,2.102917,-0.6673495
-5.71042,3.290272,0.8092125
-19.14002,11.03268,-2.712568
-7.44562,4.293535,1.361293
-3.493386,2.014469,-0.3528064
-6.263202,3.613147,1.405499
-5.307464,3.066734,1.642466
-3.132416,1.815067,-0.9700538
-6.54647,3.794855,0.1320798
-3.282223,1.903404,-0.8759595
-3.557663,2.063964,-0.7994897
-6.391332,3.709397,0.6465213
-13.29234,7.717706,-2.434433
-5.700617,3.31118,0.8094562
-19.0602,11.07549,-2.706718
-3.475998,2.020644,-0.3517606
-6.27601,3.649791,1.411223
-6.725198,3.914159,1.796459
-5.318426,3.097884,1.649195
-7.029468,4.106043,-2.181327
-6.379522,3.727891,0.1289733
-3.339489,1.952221,-0.8930557
-6.811812,3.983691,0.4135588
-3.53349,2.066459,-0.7956735
-13.23123,7.7441,-2.428176
-5.646198,3.305984,0.8033628
-18.98031,11.11788,-2.700869
-3.480957,2.039815,-0.3529808
-4.980256,2.921897,1.33306
-5.472505,3.213268,1.700441
-6.976803,4.10801,-2.169421
-6.428498,3.786674,0.1302299
-8.191444,4.827055,-2.195072
-6.268582,3.69395,0.3813198
-9.878588,5.823577,-2.229031
-6.464818,3.812629,0.6566314
-13.21092,7.794253,-2.429428
-5.612399,3.312556,0.8001942
-3.236147,1.910042,-0.4613974
-6.053829,3.574521,1.113501
-3.465238,2.046887,-0.3521092
-70.55673,41.7105,-4.295527
-6.612846,3.909267,1.773514
-5.330469,3.153687,1.659548
-6.934897,4.114367,-2.160621
-6.421064,3.811033,0.1303346
-3.362987,1.996795,-0.9029536
-6.306101,3.744288,0.3843553
-9.855846,5.8543,-2.228267
-5.70193,3.38825,0.5802829
-13.15783,7.82187,-2.424422
-5.674749,3.37478,0.810675
-3.253682,1.934968,-0.4648097
-6.026663,3.585487,1.110685
-3.46528,2.062443,-0.3528064
-5.098055,3.036638,1.369952
-5.369764,3.201021,1.675077
-6.924531,4.139324,-2.161657
-6.39123,3.822041,0.1299855
-3.302833,1.975922,-0.8885567
-6.371826,3.813459,0.3891702
-9.881862,5.914172,-2.238571
-5.680407,3.400998,0.579237
-13.10132,7.847189,-2.41879
-5.651607,3.386437,0.8089688
-3.277555,1.964685,-0.469197
-5.966675,3.578057,1.101924
-3.464893,2.078627,-0.3535037
-6.458071,3.874266,1.463887
-5.16762,3.102564,1.391547
-58.3309,35.03488,-1.187706
-6.899387,4.158693,-2.158551
-6.376136,3.843297,0.1299506
-3.325954,2.005552,-0.8966549
