poinew_1,poinew_2,poinew_3
-5.127575,-6.163053,-2.148198
-8.285507,-9.955169,0.2260785
-6.128439,-7.360804,-2.211269
-2.610809,-3.135815,0.2138447
-7.596404,-9.120728,-2.307263
-6.871574,-8.247519,0.9391903
-8.25611,-9.905775,-2.042409
-5.511963,-6.61097,1.056851
-8.283661,-9.93178,-1.587958
-2.607685,-3.126511,0.644823
-8.291599,-9.937772,-1.132327
-3.951421,-4.734237,1.198662
-8.316622,-9.960691,-0.6800535
-3.451638,-4.132509,1.24308
-8.315688,-9.956041,-0.2264275
-2.918302,-3.492727,1.219555
-5.142853,-6.137712,-2.14561
-8.344158,-9.958296,0.2267766
-2.611347,-3.115393,-0.9384959
-2.624306,-3.129744,0.2140541
-2.615489,-3.118125,-0.7910942
-2.625401,-3.128831,0.3573385
-2.61822,-3.120273,-0.6451358
-2.629092,-3.13212,0.5021018
-8.348464,-9.942263,-1.594051
-2.626206,-3.126465,0.6467001
-8.342901,-9.928597,-1.134593
-3.968363,-4.722611,1.199044
-8.37274,-9.960578,-0.6819376
-3.47034,-4.127006,1.244879
-8.377423,-9.95909,-0.2271605
-2.921769,-3.472172,1.215932
-3.577479,-4.240877,-1.486657
-8.398215,-9.952029,0.2273001
-3.583849,-4.245419,-1.282671
-8.421089,-9.972075,0.684031
-2.644815,-3.131934,-0.7968184
-2.651191,-3.138371,0.3594303
-8.36797,-9.902155,-2.053359
-5.564522,-6.582395,1.058313
-8.397219,-9.929732,-1.596732
-2.649861,-3.132359,0.6498289
-8.40196,-9.928313,-1.137905
-3.978481,-4.701237,1.197136
-2.658383,-3.140209,-0.2156242
-3.484725,-4.114867,1.244879
-8.434109,-9.955724,-0.2277539
-2.937618,-3.466373,1.217485
-2.639704,-3.106031,-1.092216
-8.461394,-9.956176,0.2280681
-3.603695,-4.238823,-1.28447
-2.6655,-3.134169,0.2156242
-2.66391,-3.131191,-0.7991081
-2.673006,-3.140772,0.3608248
-8.446465,-9.921054,-2.063684
-5.577172,-6.550837,1.056364
-8.45371,-9.926052,-1.600876
-2.672308,-3.136624,0.6526447
-8.458537,-9.924701,-1.140869
-3.99696,-4.688117,1.197517
-8.48268,-9.945999,-0.6850777
-3.494724,-4.096137,1.24308
-8.497365,-9.95969,-0.2285218
-2.950955,-3.457567,1.218003
-3.581354,-4.184347,-1.475786
-8.532942,-9.966112,0.2290105
-2.669721,-3.117017,-0.9474939
-2.680323,-3.129396,0.2159382
-2.670991,-3.1174,-0.7979633
-2.689139,-3.137473,0.361522
-2.675721,-3.120714,-0.6510803
-2.692013,-3.138608,0.5077078
-8.50942,-9.917601,-1.604532
-2.6871,-3.131774,0.6535832
-8.51519,-9.920816,-1.143832
-4.012021,-4.672647,1.197136
-8.535569,-9.937538,-0.6865432
-3.503921,-4.078001,1.24128
-8.555536,-9.95727,-0.2291501
-2.960487,-3.444316,1.216967
-2.699162,-3.131426,-1.107746
-8.589444,-9.965024,0.2296388
-3.602659,-4.17814,-1.273673
-2.696448,-3.12607,0.2163569
-2.690835,-3.118463,-0.8006346
-2.707887,-3.137116,0.3625679
-2.700253,-3.128273,-0.6545218
-5.635742,-6.526768,1.058801
-3.637242,-4.210814,-0.6831996
-4.675356,-5.410721,1.132586
-3.648179,-4.220496,-0.4880722
-4.031345,-4.663774,1.198281
-2.698958,-3.121263,-0.2162522
-3.5187,-4.067833,1.24173
-2.717734,-3.140761,-0.0724973
-2.973756,-3.435422,1.217485
-2.700668,-3.112244,-1.104122
-2.720043,-3.133468,0.07242749
-2.702374,-3.112015,-0.9515429
-2.719132,-3.13021,0.2172989
-2.706311,-3.115451,-0.802161
-2.714354,-3.123608,0.362045
-2.721524,-3.130755,-0.6570249
-2.740669,-3.151668,0.5128263
-3.618045,-4.15915,-0.6768624
-4.674762,-5.372017,1.127893
-3.698776,-4.250459,-0.4929529
-4.04889,-4.651154,1.198662
-13.09274,-15.03495,-1.044835
-3.534157,-4.056995,1.24218
-2.987,-3.426476,1.218003
-2.715329,-3.107162,-1.105675
-12.57034,-14.37922,0.3333759
-2.726049,-3.117233,-0.9560419
-3.665041,-4.189493,0.2917207
-2.732682,-3.123717,-0.8067405
-2.731801,-3.12161,0.3629165
-2.724629,-3.112318,-0.6551476
-2.7595,-3.151042,0.5142887
-2.745661,-3.134136,-0.5116076
-4.699995,-5.363094,1.129457
-2.731353,-3.116706,-0.3625679
-4.054747,-4.625182,1.195609
-2.747021,-3.132377,-0.2183456
-3.548297,-4.044634,1.24218
-3.681373,-4.194845,-0.09741934
-2.996393,-3.413126,1.216967
