poinew_1,poinew_2,poinew_3
-4.368385,-5.837216,-1.953566
-4.403008,-5.881342,0.1282403
-4.378256,-5.846154,-1.686233
-4.405682,-5.880633,0.385088
-4.371872,-5.835504,-1.417329
-4.417472,-5.894226,0.6444296
-4.384326,-5.847873,-1.157615
-4.428354,-5.904451,0.9062205
-4.488952,-5.983071,-0.9184074
-4.349442,-5.795021,1.147603
-4.504109,-6.001092,-0.6564571
-3.706076,-4.936031,1.199807
-4.513618,-6.009392,-0.3938805
-3.239069,-4.310901,1.244879
-4.451538,-5.922431,-0.1293223
-2.871155,-3.818465,1.280119
-4.389896,-5.823476,-1.954084
-4.43194,-5.877113,0.1284846
-4.406853,-5.841723,-1.689382
-4.435807,-5.877972,0.3859254
-4.407589,-5.84058,-1.42229
-4.447623,-5.891491,0.645824
-4.416617,-5.848297,-1.160744
-4.459707,-5.903213,0.9084142
-4.522975,-5.984786,-0.9210886
-4.36488,-5.7735,1.146352
-4.532238,-5.994868,-0.6575029
-3.724468,-4.92463,1.200189
-4.557464,-6.023862,-0.3958692
-3.254097,-4.299568,1.244879
-4.477012,-5.913234,-0.1294619
-2.879801,-3.80226,1.278049
-4.423049,-5.82504,-1.959778
-4.457265,-5.867977,0.1286242
-4.439006,-5.841823,-1.693881
-4.472011,-5.883122,0.3872861
-4.438642,-5.839225,-1.425725
-4.474192,-5.88386,0.6466956
-4.439395,-5.835989,-1.16137
-4.500723,-5.914464,0.9125577
-4.555862,-5.984756,-0.923526
-4.389793,-5.764514,1.147603
-4.566415,-5.996447,-0.6594204
-3.734498,-4.902229,1.197899
-4.589358,-6.022213,-0.3968112
-3.271449,-4.291282,1.245779
-4.512177,-5.916651,-0.1298808
-2.893056,-3.792185,1.278049
-4.462133,-5.834118,-1.96806
-4.494732,-5.874616,0.1291129
-4.46411,-5.832481,-1.695681
-4.505874,-5.884922,0.3884375
-4.475706,-5.84552,-1.431068
-4.50924,-5.887187,0.6487873
-4.474158,-5.839272,-1.165124
-4.521339,-5.898719,0.9125577
-4.590011,-5.986146,-0.9262071
-4.402675,-5.739751,1.145726
-4.600657,-5.99786,-0.6613377
-3.748002,-4.88449,1.196754
-4.614,-6.01091,-0.3971253
-3.286408,-4.279836,1.245779
-4.562039,-5.938924,-0.1307185
-2.90863,-3.785126,1.279084
-4.497797,-5.838402,-1.97479
-4.526197,-5.873147,0.129427
-4.493959,-5.82921,-1.69928
-4.528829,-5.87232,0.3886468
-4.505675,-5.842298,-1.43412
-4.544366,-5.890341,0.6508791
-4.507789,-5.840822,-1.168566
-4.546754,-5.889185,0.9135327
-4.609667,-5.968515,-0.9259633
-4.420267,-5.721222,1.1451
-4.634964,-5.999108,-0.6632552
-3.769831,-4.877592,1.198281
-4.647171,-6.010568,-0.398172
-3.291789,-4.256008,1.24218
-4.590085,-5.932453,-0.130928
-2.917095,-3.768839,1.277013
-4.531178,-5.839455,-1.980483
-4.558933,-5.873107,0.1297761
-4.533403,-5.838115,-1.706479
-4.564002,-5.875403,0.3899029
-4.532063,-5.834287,-1.436029
-4.57957,-5.893322,0.6529709
-4.546335,-5.848445,-1.173259
-4.584344,-5.895216,0.916945
-4.60975,-5.925753,-0.9218197
-4.432934,-5.696404,1.143223
-4.617946,-5.934148,-0.6578515
-3.782009,-4.858207,1.196754
-4.627626,-5.942309,-0.3947178
-3.306626,-4.24449,1.24218
-4.623057,-5.932167,-0.131277
-2.885097,-3.700739,1.257343
-4.552723,-5.825124,-1.981001
-4.591723,-5.872911,0.1301252
-4.569362,-5.84221,-1.712327
-4.601918,-5.883834,0.391473
-4.566919,-5.836986,-1.440608
-4.603799,-5.882005,0.6534937
-4.577682,-5.846538,-1.176074
-4.62448,-5.904182,0.9208448
-4.634082,-5.914312,-0.922551
-4.449363,-5.678562,1.142597
-4.631256,-5.908585,-0.6568056
-3.798945,-4.844975,1.196754
-4.64711,-5.924547,-0.3946131
-3.323827,-4.23599,1.24308
-4.652578,-5.92939,-0.1315562
-2.784036,-3.546788,1.208167
-2.747162,-3.489769,-1.19005
-4.618594,-5.867081,0.1303346
-4.639731,-5.889699,0.3929384
-4.642805,-5.88937,0.6561084
-4.592154,-5.825119,-1.174823
-4.65018,-5.896608,0.9220635
-4.673341,-5.923848,-0.9264508
-4.465485,-5.658345,1.141659
-4.674075,-5.920531,-0.6599433
-3.814991,-4.832351,1.196754
-4.680347,-5.926345,-0.3957645
-3.340272,-4.228002,1.243979
-4.690606,-5.935078,-0.1320449
-2.786816,-3.524924,1.204026
-2.75032,-3.470042,-1.186427
-4.652713,-5.868158,0.1307185
-2.761055,-3.481087,-1.025777
-4.668951,-5.884421,0.3936711
-2.776128,-3.498839,-0.868181
-4.672218,-5.886425,0.6575029
-2.768704,-3.48698,-0.7052067
-4.68061,-5.892776,0.9240134
-2.793424,-3.515592,-0.5513369
-4.485209,-5.642723,1.141659
-2.781993,-3.499952,-0.391155
-3.829392,-4.815931,1.195991
-2.797477,-3.51691,-0.2355118
-3.352584,-4.213267,1.24308
