poinew_1,poinew_2,poinew_3
-1.038811,0.1714153,-0.2821128
-35.48759,5.862198,0.6278329
-10.21877,1.689874,-2.39123
-39.1822,6.48657,2.081401
-12.60917,2.087434,-2.484333
-37.37549,6.194164,3.314533
-16.5448,2.744906,-2.656258
-37.53606,6.234246,4.671984
-19.38432,3.222957,-2.412769
-19.41571,3.231658,-1.722023
-19.49946,3.252598,-1.036043
-35.46838,5.929004,-0.6276933
-1.038207,0.1750402,-0.2821128
-35.53395,5.997361,0.6290196
-10.2032,1.723911,-2.38898
-37.05612,6.267565,1.969612
-12.57858,2.127504,-2.479754
-37.34971,6.323936,3.314184
-16.54095,2.803632,-2.657196
-37.45927,6.355927,4.665159
-19.39057,3.293594,-2.414963
-19.42788,3.30342,-1.724115
-19.45649,3.315272,-1.034368
-35.6643,6.089809,-0.6315328
-1.02807,0.1770241,-0.2795246
-35.61528,6.139026,0.6308346
-10.20096,1.760177,-2.38988
-12.5672,2.170733,-2.478991
-16.50771,2.857307,-2.653442
-37.65592,6.524613,4.692458
-19.39069,3.363296,-2.416425
-19.44371,3.375983,-1.726555
-19.39953,3.375294,-1.03196
-35.60845,6.201851,-0.6309045
-1.025543,0.1802775,-0.279007
-23.88803,4.199211,0.4233605
-10.18739,1.792644,-2.38808
-36.12746,6.363739,1.922509
-12.54021,2.211179,-2.475174
-37.13591,6.554739,3.299193
-16.49036,2.910661,-2.65219
-37.14929,6.563785,4.63201
-19.34229,3.421011,-2.411794
-39.10677,6.923723,6.290231
-4.669127,0.8274949,-0.4148613
-19.41577,3.444491,-1.033426
-1.028743,0.1843586,-0.2800422
-23.84567,4.277622,0.4228718
-10.17724,1.827505,-2.387181
-37.12722,6.673555,1.976939
-12.53475,2.253099,-2.475556
-36.89171,6.651165,4.602762
-39.04737,7.05387,6.284599
-4.656554,0.8412018,-0.4139898
-19.45079,3.520782,-1.035938
-1.031894,0.1886433,-0.2810775
-10.15354,1.859859,-2.383132
-36.54578,6.700808,1.947212
-12.50943,2.293651,-2.472121
-39.0932,7.174941,3.47734
-37.80931,6.952944,4.720244
-39.13518,7.210898,6.302745
-4.639873,0.8549252,-0.4127696
-19.47767,3.595905,-1.038031
-1.031229,0.1922442,-0.2810775
-23.87027,4.454263,0.4238491
-36.47898,6.820262,1.944909
-12.49555,2.336221,-2.470977
-37.04295,6.932395,3.297102
-16.42015,3.075916,-2.645933
-37.88236,7.103174,4.73243
-38.59724,7.251174,6.220148
-4.617128,0.8682422,-0.4110264
-19.4807,3.666829,-1.038869
-1.026722,0.1953003,-0.2800422
-23.70921,4.509902,0.4212662
-4.617413,0.8791479,-1.085164
-22.73309,4.332455,1.212834
-12.47726,2.380167,-2.469069
-36.80593,7.027762,3.278276
-16.401,3.13459,-2.644681
-19.68258,3.765338,-2.460542
-38.5717,7.385851,6.220148
-4.578847,0.8776031,-0.4078889
-19.49655,3.743855,-1.040439
-23.35488,4.488984,-0.415123
-1.026034,0.1988833,-0.2800422
-23.59044,4.57697,0.4194511
-4.619898,0.8971792,-1.086514
-37.04611,7.194314,1.977776
-12.45732,2.421457,-2.466779
-23.2437,4.522326,2.071692
-16.37833,3.189553,-2.642804
-39.71274,7.740953,4.967883
-23.84674,4.648293,-2.983118
-38.49915,7.511369,6.212639
-4.564023,0.8912909,-0.406843
-19.57352,3.829529,-1.045254
-23.49214,4.600462,-0.4178455
-1.021578,0.2015367,-0.279007
-23.59867,4.659823,0.41987
-4.588222,0.9068269,-1.079765
-37.17096,7.346557,1.985731
-12.44344,2.461611,-2.465634
-23.27548,4.608669,2.075876
-16.35603,3.241544,-2.640927
-36.77002,7.293997,4.602762
-23.77862,4.716919,-2.976537
-38.24152,7.592834,6.175095
-4.537592,0.9017597,-0.4047512
-19.5235,3.887007,-1.043265
-23.52774,4.688495,-0.4187531
-1.030375,0.2068242,-0.2815951
-22.78319,4.577349,0.4056288
-4.587099,0.9224213,-1.080215
-36.59685,7.365919,1.956423
-24.82259,5.000605,2.215325
-16.34907,3.29655,-2.641553
-23.72309,4.792032,-2.971662
-4.517001,0.9132486,-0.4031825
-38.56583,7.804256,7.648388
-19.45765,3.941024,-1.040439
-23.41325,4.750712,-0.4170078
-1.044788,0.2135143,-0.2857362
-22.5888,4.620378,0.4024525
-4.597216,0.9411638,-1.083364
-37.20877,7.624331,1.990546
-4.821696,0.9879984,-0.9567164
-22.42969,4.600075,2.003188
-16.32198,3.350418,-2.63905
-23.6615,4.865617,-2.966056
-37.53749,7.725815,6.069971
-4.500125,0.9261978,-0.4019623
-19.58853,4.038765,-1.048185
-23.40436,4.83403,-0.4171474
-1.025123,0.213226,-0.2805599
-21.88341,4.555738,0.390166
-4.59581,0.957603,-1.083814
-23.14754,4.827344,1.239211
-4.798999,1.000815,-0.9529002
-22.4525,4.686479,2.006674
-16.29472,3.404145,-2.636547
-37.85103,7.914389,4.74803
-23.63854,4.946956,-2.965325
-37.53349,7.861667,6.073725
-4.467614,0.9357749,-0.3993476
-38.41048,8.05236,7.628544
-19.46094,4.083325,-1.042114
-22.17599,4.661089,-0.3955413
-1.030042,0.2180028,-0.2821128
-21.93585,4.646602,0.3913877
-4.600064,0.9752573,-1.085614
-13.52587,2.870077,0.7246437
-4.785873,1.015522,-0.9509921
-22.48278,4.774758,2.010857
-16.25182,3.454432,-2.631541
-22.07452,4.696108,2.771065
-23.59007,5.022826,-2.961425
-37.31262,7.951466,6.042439
-4.438988,0.9459658,-0.3970816
-19.345,4.129555,-1.036671
-22.20848,4.748919,-0.396414
-1.029275,0.221597,-0.2821128
-21.74552,4.685651,0.3882811
-4.596632,0.9913077,-1.085614
-13.5802,2.93118,0.7280979
-4.784218,1.032636,-0.9513737
-36.62601,7.912137,3.278276
-16.29372,3.522825,-2.640301
-22.09486,4.781111,2.775696
-23.55881,5.102205,-2.959719
-37.46611,8.12099,6.071848
-4.423976,0.9589217,-0.3960357
-19.65837,4.268251,-1.054256
-22.31682,4.853611,-0.3986479
-1.036044,0.2268411,-0.2841833
-21.95171,4.810331,0.3922603
-4.600758,1.009017,-1.087413
-13.55818,2.975997,0.7274699
-4.795926,1.052698,-0.9544266
-36.69936,8.062159,3.28734
-16.27168,3.577559,-2.638737
-39.69703,8.735218,4.990794
-23.52535,5.18099,-2.957769
-4.401145,0.9700699,-0.3942926
-13.12872,2.896148,2.61332
-19.64725,4.337702,-1.054465
-22.18455,4.906012,-0.3965885
-1.035246,0.2304565,-0.2841833
-22.08898,4.921282,0.3950178
-4.612424,1.028463,-1.091013
-13.50872,3.014606,0.7253764
-4.884196,1.089957,-0.9727443
-16.1415,3.608051,-2.619652
-38.10878,8.525303,4.794828
-23.50518,5.262643,-2.957525
-37.7439,8.457509,6.126287
-4.380063,0.9822707,-0.3927238
-13.26412,2.974606,2.642323
-95.86818,21.51692,-5.149231
-22.25313,5.002714,-0.3981243
-1.021205,0.2312625,-0.2805599
-21.89614,4.958607,0.3918763
-4.624011,1.048002,-1.094612
-13.46306,3.05379,0.7234923
-4.91463,1.115674,-0.9796134
-22.50823,5.113745,2.019399
-16.04726,3.648794,-2.606511
-37.51357,8.529758,4.723656
-23.46925,5.340697,-2.955332
-13.34566,3.039407,2.167869
-4.343584,0.9900271,-0.3897605
-21.69553,4.956983,-0.3884557
-1.020392,0.2348256,-0.2805599
-21.84664,5.031647,0.3913178
-4.627734,1.066695,-1.096411
-13.4868,3.111192,0.7253764
-4.88775,1.127526,-0.975034
-18.92403,4.368957,1.699188
-16.03058,3.703898,-2.605886
-37.62131,8.699387,4.741206
-23.34701,5.402959,-2.942414
-13.3479,3.091421,2.170059
-4.320691,1.000688,-0.3880174
-95.9063,22.24752,-5.159698
-22.4953,5.226546,-0.4031157
-1.015804,0.2375063,-0.2795246
-14.12426,3.305016,0.2531995
-4.622086,1.082397,-1.095962
