poinew_1,poinew_2,poinew_3
0.4477588,-1.656019,-0.4596626
0.6243595,-2.310772,0.04178106
0.4363583,-1.616094,-0.3864659
0.6222726,-2.306246,0.1251876
0.434721,-1.611148,-0.3243753
0.6219103,-2.306502,0.2089995
0.4440346,-1.647952,-0.2703188
0.6229591,-2.313605,0.2941926
0.4724614,-1.755892,-0.2232647
0.6196197,-2.304406,0.3779457
0.4832028,-1.797062,-0.1628069
0.623059,-2.318812,0.4667188
0.4878983,-1.817055,-0.09860095
0.6196698,-2.309413,0.5520299
0.4930374,-1.838757,-0.03322938
0.6185001,-2.308274,0.6403184
0.4504364,-1.689305,-0.4684625
0.6173193,-2.316802,0.04185087
0.4287089,-1.610075,-0.3846663
0.616273,-2.316124,0.1256063
0.4275801,-1.606964,-0.3232305
0.6153911,-2.314435,0.2095224
0.4367576,-1.643764,-0.2693802
0.6128418,-2.308091,0.2932177
0.4642929,-1.749856,-0.2222897
0.6135967,-2.314192,0.3791972
0.4963306,-1.87192,-0.1694308
0.6144584,-2.319074,0.4663372
0.482064,-1.820678,-0.09870562
0.6116043,-2.311562,0.5520299
0.4901942,-1.853999,-0.03347372
0.6119193,-2.316022,0.6418712
0.4401163,-1.674051,-0.4638037
0.6092286,-2.318942,0.04185087
0.4310032,-1.641719,-0.3918647
0.6061574,-2.310534,0.1251876
0.4214701,-1.606548,-0.3228488
0.6093295,-2.324278,0.2102197
0.4340207,-1.656744,-0.2712574
0.6077976,-2.321739,0.2946801
0.4591867,-1.755307,-0.2227772
0.6060148,-2.318231,0.37951
0.4782037,-1.829306,-0.1654216
0.6093369,-2.332603,0.4686269
0.4610763,-1.766307,-0.09567013
0.603532,-2.313683,0.5520299
0.4695961,-1.801518,-0.03249638
0.605292,-2.323752,0.6434242
0.4357239,-1.681188,-0.4653567
0.5805745,-2.241686,0.04041978
0.4247819,-1.641327,-0.3914149
0.6010885,-2.324237,0.1258156
0.4094691,-1.5833,-0.3178878
0.6017112,-2.32832,0.210394
0.4297169,-1.663987,-0.272196
0.6006815,-2.32769,0.2951676
0.4644574,-1.80111,-0.2283832
0.5979192,-2.320332,0.37951
0.4603806,-1.786589,-0.1614124
0.6036386,-2.344221,0.470535
0.4509262,-1.752432,-0.09483276
0.595937,-2.317663,0.5524798
0.4687789,-1.824451,-0.03288033
0.5976576,-2.327722,0.6439418
0.416943,-1.632161,-0.4513804
0.5959921,-2.334764,0.0420603
0.4132699,-1.620141,-0.386016
0.5949453,-2.334063,0.1262343
0.4058797,-1.592329,-0.3194143
0.5935801,-2.330406,0.210394
0.4224439,-1.659734,-0.2712574
0.5959781,-2.34324,0.2968737
0.4655023,-1.831579,-0.2320392
0.5917607,-2.330063,0.3807615
0.4526698,-1.782392,-0.1608895
0.5949693,-2.344411,0.4701534
0.4433334,-1.748187,-0.09451875
0.5902368,-2.329174,0.5547293
0.4722251,-1.864846,-0.03357843
0.5885808,-2.326048,0.6429065
0.4253916,-1.689809,-0.4669096
0.5888141,-2.340709,0.04213011
0.4057117,-1.614014,-0.3842164
0.589227,-2.345811,0.1267577
0.402232,-1.601353,-0.3209407
0.5859268,-2.334397,0.2105683
0.4108811,-1.638206,-0.267503
0.5887601,-2.349157,0.2973612
0.4542834,-1.813936,-0.2296019
0.5855421,-2.33978,0.382013
0.4464456,-1.783961,-0.1608895
0.5877344,-2.350283,0.4709166
0.4357758,-1.743911,-0.09420473
0.5849358,-2.342565,0.5574287
0.4642603,-1.860663,-0.03347372
0.580925,-2.329963,0.6434242
0.4264662,-1.719409,-0.4746742
0.5767914,-2.327222,0.04185087
0.3977331,-1.605962,-0.3819669
0.5843258,-2.359384,0.1273857
0.3966398,-1.602747,-0.3209407
0.5825576,-2.355769,0.2123114
0.4042127,-1.635795,-0.2668772
0.5791287,-2.345416,0.29663
0.4341584,-1.75962,-0.2225334
0.580619,-2.353216,0.3838902
0.4416462,-1.791312,-0.1614124
0.5809359,-2.358039,0.4720615
0.4282536,-1.739603,-0.09389071
0.5772203,-2.346484,0.5578786
0.4609535,-1.873843,-0.03368314
0.5759624,-2.343133,0.64653
0.4039552,-1.653328,-0.4560392
0.5443908,-2.22811,0.04003582
0.3937919,-1.612952,-0.3833166
0.5765594,-2.36335,0.1274904
0.3919728,-1.607937,-0.321704
0.5776318,-2.371339,0.2135316
0.4006559,-1.644803,-0.2681287
0.5736951,-2.356967,0.2978487
0.4198765,-1.72633,-0.2181461
0.574734,-2.364826,0.3854546
0.4400927,-1.812204,-0.1631555
0.5740397,-2.363768,0.4728247
