poinew_1,poinew_2,poinew_3
5.887724,1.612908,-1.635736
41.95564,11.48563,0.7592844
6.684113,1.828569,-1.599852
52.68705,14.41357,2.862672
7.682992,2.100387,-1.548224
8.93172,2.438421,-1.466417
10.82467,2.951143,-1.377611
13.59275,3.703267,-1.232556
18.73243,5.096512,-1.017411
30.00795,8.158619,-0.5428047
5.889589,1.59134,-1.634701
36.84687,9.955853,0.6662282
6.695784,1.807916,-1.601202
7.678904,2.070491,-1.545935
8.95883,2.413925,-1.469545
10.84781,2.918843,-1.379317
13.60752,3.65631,-1.232731
18.74923,5.03436,-1.017411
30.01307,8.047599,-0.5423859
5.8911,1.570803,-1.633666
41.83962,11.14832,0.7557939
6.702055,1.784531,-1.601202
7.681934,2.044003,-1.545171
8.97484,2.384665,-1.470797
10.86752,2.883507,-1.380536
13.62983,3.611337,-1.233602
18.7802,4.972473,-1.018144
30.09124,7.956066,-0.5432934
5.89308,1.54822,-1.632631
43.12769,11.33043,0.7783424
6.708241,1.76113,-1.601202
7.687474,2.015338,-1.54479
8.972053,2.348755,-1.46892
10.88905,2.848566,-1.381998
13.64813,3.565251,-1.234125
18.80024,4.904098,-1.018248
30.11496,7.849978,-0.5432236
5.904059,1.529094,-1.634184
6.707106,1.734574,-1.599402
7.698264,1.989475,-1.545553
8.987849,2.319394,-1.470171
10.897,2.810045,-1.381755
13.66243,3.518082,-1.2343
18.80563,4.835471,-1.01762
30.10732,7.735844,-0.5425953
5.914712,1.510943,-1.635736
6.714709,1.712806,-1.599852
7.701013,1.962968,-1.54479
9.006977,2.292502,-1.472049
10.90049,2.772429,-1.381024
13.67981,3.47423,-1.234823
18.83318,4.776023,-1.018248
30.1328,7.635968,-0.5425953
5.927184,1.493207,-1.637807
37.59126,9.463207,0.6766298
6.716573,1.689577,-1.598952
7.696057,1.934546,-1.5425
9.035604,2.267909,-1.47549
10.92165,2.737254,-1.382486
13.69512,3.429812,-1.235171
18.86054,4.716455,-1.018876
30.14375,7.526869,-0.5423161
5.924861,1.470645,-1.635736
38.07824,9.444571,0.6847975
6.729994,1.668002,-1.600752
7.710385,1.909555,-1.544026
9.041547,2.235887,-1.475177
10.93692,2.700539,-1.383217
13.70701,3.381995,-1.235171
18.88659,4.652975,-1.0194
30.12324,7.41013,-0.5414783
5.937464,1.451791,-1.637807
38.076,9.30306,0.6841693
6.735776,1.644498,-1.600752
7.713189,1.881701,-1.543263
9.04354,2.202907,-1.474239
10.95207,2.663755,-1.383948
13.72319,3.332664,-1.23552
18.89689,4.585611,-1.019086
30.14115,7.303043,-0.5413387
5.938989,1.429114,-1.636772
38.13547,9.176633,0.6846579
6.730107,1.618243,-1.598052
7.733397,1.856624,-1.545935
9.051553,2.169748,-1.474239
10.96902,2.627356,-1.384923
13.74636,3.287531,-1.236566
18.91163,4.515851,-1.018981
30.16646,7.197793,-0.5413387
5.95146,1.410157,-1.638842
6.741682,1.594909,-1.599402
7.741742,1.830071,-1.546316
9.066762,2.139952,-1.47549
10.96892,2.58486,-1.383705
13.76745,3.241807,-1.237437
18.93894,4.452556,-1.019609
30.17193,7.087882,-0.5409897
5.958227,1.389814,-1.63936
38.14017,8.896564,0.6836108
6.745037,1.5721,-1.598952
7.738522,1.800813,-1.544408
9.064189,2.107634,-1.473926
10.97936,2.548918,-1.383948
13.78256,3.194632,-1.237786
18.96722,4.392877,-1.020342
30.177,6.97802,-0.5406407
5.957155,1.368749,-1.637807
6.754282,1.549419,-1.599852
7.748279,1.776017,-1.545171
9.067639,2.075102,-1.4733
10.994,2.511906,-1.38468
13.77949,3.145802,-1.236566
18.98439,4.32709,-1.020447
30.16218,6.863758,-0.5399426
5.961896,1.347947,-1.637807
38.29888,8.65211,0.685356
6.757748,1.525402,-1.599402
7.758261,1.749825,-1.545935
9.06712,2.041699,-1.472049
11.0027,2.473516,-1.38468
13.80593,3.101173,-1.23796
19.00327,4.261674,-1.020656
30.19767,6.761044,-0.540152
5.972223,1.328385,-1.63936
6.761129,1.501386,-1.598952
7.773905,1.724857,-1.547843
9.070332,2.009188,-1.471423
11.01902,2.436807,-1.385655
13.82446,3.054692,-1.238657
19.01803,4.195309,-1.020656
30.22383,6.661735,-0.5402218
5.982486,1.308767,-1.640913
6.764167,1.478539,-1.598502
7.791388,1.70022,-1.550132
9.080806,1.979938,-1.472049
11.0251,2.399827,-1.385411
13.84672,3.008951,-1.239703
19.02404,4.130519,-1.020237
30.21953,6.550269,-0.5397331
5.979239,1.287296,-1.638842
6.775003,1.456145,-1.599852
7.779707,1.670665,-1.546698
9.085731,1.947811,-1.471736
11.02953,2.360505,-1.384923
13.86883,2.963093,-1.240749
19.04615,4.065769,-1.020656
30.26569,6.449736,-0.540152
5.974466,1.263375,-1.636254
38.95451,8.237415,0.6949897
6.783858,1.433291,-1.600752
7.787699,1.642547,-1.547079
9.087009,1.913279,-1.470797
11.04547,2.323622,-1.385898
13.87128,2.913029,-1.240052
19.06874,3.997559,-1.021075
30.26453,6.339137,-0.5397331
5.978839,1.242514,-1.636254
37.56689,7.800259,0.6697186
6.789065,1.408419,-1.600752
7.789539,1.614557,-1.546316
9.078158,1.878343,-1.468294
11.0578,2.283928,-1.386386
13.88918,2.866198,-1.240749
19.09627,3.933806,-1.021807
30.32565,6.24151,-0.5404312
5.992604,1.223567,-1.638842
6.782242,1.383562,-1.598052
7.795128,1.587355,-1.546316
9.095951,1.850593,-1.470171
11.06921,2.248034,-1.386873
13.91081,2.820077,-1.241795
19.10139,3.868868,-1.021389
30.36293,6.138778,-0.5407104
5.996628,1.203689,-1.638842
6.78894,1.360263,-1.598502
36.94922,7.396608,1.974845
7.806125,1.562654,-1.547461
9.106229,1.819607,-1.470797
11.07309,2.208602,-1.386386
13.92399,2.774713,-1.242144
19.11086,3.801384,-1.021179
30.39202,6.034332,-0.5408501
6.00648,1.183869,-1.640395
6.79556,1.336932,-1.598952
36.97482,7.267577,1.974845
7.803826,1.533879,-1.545935
9.108649,1.787047,-1.470171
11.07684,2.169175,-1.385898
13.93751,2.726853,-1.242492
19.12205,3.734272,-1.021075
30.39326,5.924374,-0.540501
5.999196,1.160695,-1.637289
35.73893,6.908122,0.6353723
6.809752,1.315048,-1.601202
