poinew_1,poinew_2,poinew_3
5.200181,-2.749869,-1.576208
5.465384,-2.89133,0.1079257
5.048322,-2.671821,-1.318663
5.618861,-2.973778,0.3331707
5.090017,-2.696163,0.5039345
5.183979,-2.747092,-0.9292208
5.545736,-2.940035,0.7707018
5.483181,-2.908098,0.9830343
5.651332,-2.998543,-0.5597142
5.611527,-2.978679,1.234916
5.649982,-3.000355,-0.3352641
5.612033,-2.981459,1.467131
5.319053,-2.825809,-0.1051333
5.436646,-2.889499,1.649713
5.185437,-2.765277,-1.574655
5.037585,-2.686431,0.09965324
4.998168,-2.666532,-1.307865
5.520346,-2.946352,0.3279371
5.549796,-2.96456,0.5504757
5.723688,-3.057448,-1.027775
5.56747,-2.97525,0.7750891
5.705249,-3.050159,-0.7943444
5.054945,-2.703626,0.9079458
5.651371,-3.023892,-0.5607601
5.610274,-3.001902,1.236824
5.009618,-2.681632,-0.2977916
5.593526,-2.995453,1.464881
5.666978,-3.036061,-0.112219
5.429932,-2.910284,1.650748
5.181344,-2.785202,-1.576208
5.403308,-2.905733,0.107088
5.048896,-2.716277,-1.323612
5.60324,-3.015772,0.3334847
5.741224,-3.090038,-1.267353
5.508357,-2.965945,0.5473381
5.02777,-2.708307,-0.9045042
5.572778,-3.003142,0.7772827
4.97816,-2.683826,-0.6944116
5.478393,-2.954746,0.9858502
5.714425,-3.083336,-0.5680811
5.62395,-3.034519,1.242167
5.689186,-3.071,-0.338823
5.600183,-3.024219,1.46938
5.640512,-3.047269,-0.1119048
5.416341,-2.927383,1.649713
5.04713,-2.736947,-1.53842
5.47751,-2.970333,0.1087634
5.859868,-3.179001,-1.539115
5.552304,-3.013401,0.3310773
6.771966,-3.676878,-1.497851
4.973966,-2.701767,0.4952189
4.944912,-2.687103,-0.8913637
10.16599,-5.526577,-1.420753
5.612078,-3.052185,1.011818
5.700127,-3.10136,-0.5677325
5.621412,-3.059804,1.244075
5.702448,-3.105204,-0.3402884
5.606174,-3.054047,1.473879
4.962549,-2.703423,-0.09864101
5.401001,-2.943499,1.64816
4.89008,-2.673914,-1.493386
4.929752,-2.696725,0.09808253
4.92505,-2.695269,-1.296168
4.939045,-2.702928,0.2950702
4.90443,-2.685097,-1.086848
5.637273,-3.087595,0.5623288
6.591641,-3.611809,-1.190466
10.13174,-5.556164,-1.418803
5.61586,-3.082242,1.24522
4.902002,-2.691557,-0.2930814
5.605727,-3.079227,1.476579
5.676939,-3.118344,-0.1130567
5.383921,-2.958612,1.646089
4.85534,-2.676976,-1.485621
15.90411,-8.768679,0.3170055
4.88537,-2.694645,-1.28807
5.643048,-3.113845,0.3377763
6.773632,-3.739245,-1.503957
5.645646,-3.11785,0.5642463
6.593461,-3.641288,-1.192969
4.976323,-2.749345,0.6980677
4.895924,-2.706041,-0.6868557
7.203834,-3.984936,-0.720255
5.622788,-3.110351,1.249036
15.32398,-8.480242,-0.9178681
5.60742,-3.104406,1.479728
15.94148,-8.829232,-0.3180876
5.37356,-2.977387,1.646089
4.832928,-2.685555,-1.48148
15.92234,-8.851345,0.3179829
4.838467,-2.690844,-1.278172
15.89811,-8.845141,0.9534565
6.759479,-3.760733,-1.503575
15.8787,-8.83797,1.589895
6.547919,-3.646022,-1.187025
5.629153,-3.13572,0.7911758
10.11103,-5.634663,-1.42124
7.194061,-4.010744,-0.7206037
5.625613,-3.137609,1.252089
15.20708,-8.485023,-0.9126346
5.603355,-3.12776,1.481528
15.95944,-8.912122,-0.3190649
5.364822,-2.997069,1.646607
4.80667,-2.692967,-1.476304
4.842413,-2.714102,0.09689575
4.812047,-2.698186,-1.273673
15.89501,-8.916215,0.9551312
4.790908,-2.687433,-1.067767
15.8686,-8.905045,1.591987
6.552378,-3.678526,-1.190154
7.214993,-4.053834,-1.016147
10.28372,-5.780401,1.868453
7.211279,-4.053404,-0.7237413
8.089102,-4.548678,1.803908
15.12341,-8.507698,-0.9093897
5.602593,-3.153035,1.484227
15.96134,-8.986417,-0.3197281
5.354327,-3.015777,1.646607
4.793877,-2.707828,-1.475269
15.93328,-9.003608,0.3194489
4.782242,-2.703459,-1.268274
15.89508,-8.989344,0.9570154
6.739895,-3.811697,-1.505101
15.87037,-8.979023,1.595299
6.560126,-3.713053,-1.193908
14.29247,-8.092876,2.016694
4.77923,-2.707263,-0.674425
4.789741,-2.714321,0.8719658
6.313051,-3.577573,-0.6348424
8.071465,-4.575919,1.803527
15.01023,-8.513142,-0.9043654
6.628846,-3.761119,1.759567
5.326969,-3.02491,1.64143
5.071459,-2.888019,-1.563785
4.776162,-2.722065,-1.269174
4.780077,-2.725402,0.2883711
6.726549,-3.8352,-1.505101
15.86835,-9.051147,1.598262
6.552273,-3.738866,-1.194847
14.24689,-8.132875,2.014256
4.749065,-2.712116,-0.6715001
10.21911,-5.838335,1.864073
6.295335,-3.596623,-0.6343195
8.031582,-4.590427,1.798184
14.918,-8.529796,-0.9005972
6.613985,-3.783267,1.759117
24.85919,-14.22547,-0.4999416
5.311347,-3.040606,1.639878
4.788259,-2.748924,-1.47941
4.730492,-2.716858,0.09522033
4.692285,-2.696004,-1.249378
4.732439,-2.720174,0.2860684
6.719929,-3.86257,-1.506628
31.16898,-17.92296,3.145625
6.554592,-3.77058,-1.197662
