poinew_1,poinew_2,poinew_3
-0.8850241,-0.4711702,-0.2686542
-5.806067,-3.089741,0.1148019
-5.734345,-3.050291,-1.499524
-5.81065,-3.089578,0.344894
-5.748123,-3.056331,-1.265445
-5.826931,-3.09693,0.5773196
-5.74282,-3.050943,-1.029965
-5.838223,-3.100319,0.8116499
-5.777396,-3.066725,-0.803119
-5.859585,-3.109041,1.050614
-5.776291,-3.064846,-0.5720903
-5.709694,-3.028233,1.256287
-5.800304,-3.074993,-0.3440566
-5.718467,-3.030328,1.494125
-5.813755,-3.079525,-0.1148368
-5.729712,-3.033727,1.737193
-0.893497,-0.4716855,-0.2707247
-5.811511,-3.066656,0.1146972
-5.738064,-3.026618,-1.497724
-5.803732,-3.059961,0.3438472
-5.748336,-3.030754,-1.263156
-5.828891,-3.071928,0.5764481
-5.746445,-3.027194,-1.028713
-5.845497,-3.078071,0.8111624
-5.772255,-3.038219,-0.8009254
-5.861661,-3.083969,1.04905
-5.779901,-3.040953,-0.571393
-5.760195,-3.029302,1.265064
-5.796858,-3.047294,-0.3432192
-5.760061,-3.026666,1.502223
-5.815617,-3.054563,-0.1146623
-5.779608,-3.034361,1.749099
-0.8985611,-0.4703558,-0.27176
-5.815092,-3.042643,0.1145576
-5.738233,-3.00115,-1.495025
-5.807298,-3.035983,0.3434286
-5.732782,-2.997028,-1.257431
-5.828984,-3.046024,0.5754022
-5.746471,-3.001629,-1.026836
-5.843887,-3.051217,0.8094562
-5.768747,-3.010702,-0.7989755
-5.849623,-3.051612,1.044982
-5.783415,-3.017073,-0.5706958
-5.812512,-3.030964,1.274223
-5.802148,-3.02427,-0.3429052
-5.806885,-3.02545,1.511671
-5.797866,-3.019466,-0.1141038
-5.827863,-3.033794,1.760487
-0.8933389,-0.4636566,-0.2696895
-5.815028,-3.016799,0.1143482
-5.741754,-2.977515,-1.493225
-5.814313,-3.013855,0.3432192
-5.743209,-2.976998,-1.257431
-5.828967,-3.020159,0.5743563
-5.753406,-2.979736,-1.02621
-5.845688,-3.026236,0.8082376
-5.773932,-2.98781,-0.7982442
-5.851466,-3.026638,1.043418
-5.770905,-2.984968,-0.5684298
-5.868401,-3.034098,1.284145
-5.802023,-2.998496,-0.3422772
-5.864156,-3.029311,1.523818
-5.801264,-2.995538,-0.1139642
-5.869318,-3.029381,1.769805
-0.8983873,-0.4623033,-0.2707247
-5.807741,-2.987337,0.1139991
-5.720916,-2.941415,-1.485127
-5.838486,-3.001863,0.3440566
-5.790236,-2.975776,-1.265445
-5.841246,-3.000705,0.5745307
-5.784858,-2.970462,-1.029965
-5.877409,-3.016689,0.8111624
-5.821417,-2.986668,-0.8033628
-5.879045,-3.016234,1.046547
-5.814974,-2.98208,-0.5717417
-5.899921,-3.024341,1.288724
-5.85156,-2.998261,-0.34458
-5.912853,-3.028367,1.533716
-5.855661,-2.999075,-0.1148368
-5.922321,-3.031909,1.782746
-0.8999956,-0.4591645,-0.2707247
-5.862147,-2.990781,0.1148717
-5.807024,-2.961381,-1.504923
-5.882738,-2.998699,0.3460454
-5.849567,-2.980504,-1.276131
-5.903171,-3.006519,0.5795857
-5.835163,-2.971882,-1.037161
-5.917455,-3.012493,0.815306
-5.859596,-2.981751,-0.8072626
-5.94236,-3.022561,1.055933
-5.862645,-2.980725,-0.5754022
-5.950169,-3.025224,1.297501
-5.889958,-2.993318,-0.3462547
-5.961087,-3.028159,1.543614
-5.903538,-2.997627,-0.1155698
-5.975935,-3.033076,1.795687
-0.9084083,-0.4596664,-0.2727953
-5.922515,-2.995571,0.1158491
